x1,y1,x2,y2
2962,587,2996,582
3028,558,3004,593
3021,567,3036,580
3016,532,3042,546
3029,510,3054,498
3041,525,3064,530
2962,520,2970,540
2863,535,2892,538
2847,549,2880,558
2800,520,2830,538
2746,518,2722,545
2758,533,2750,553
2774,531,2783,555
2647,433,2689,453
2663,481,2695,494
2587,485,2608,476
2532,474,2568,467
2617,528,2649,522
2607,496,2623,482
2635,471,2654,502
2506,447,2525,408
2446,432,2468,417
2430,497,2473,509
2349,492,2364,470
2293,474,2324,476
2312,448,2359,458
2367,438,2407,462
2352,426,2374,404
2298,428,2329,428
2255,428,2285,433
2221,400,2252,415
2273,407,2288,379
2166,357,2182,391
2194,408,2201,382
2116,370,2151,375
2112,413,2146,404
2061,455,2089,442
2247,470,2270,486
2160,430,2175,421
2113,437,2135,469
2160,462,2176,450
2190,448,2211,457
2171,418,2185,437
1886,325,1911,331
1898,343,1922,360
1849,390,1878,393
1911,404,1931,415
2045,399,2027,432
1598,328,1635,320
1682,312,1702,309
1587,373,1617,353
1672,374,1704,354
1705,374,1740,357
1471,327,1504,342
1511,342,1540,330
1288,314,1304,283
1306,327,1324,294
1322,273,1348,294
1351,266,1378,275
1492,252,1504,298
1529,295,1533,270
1540,262,1558,270
1568,282,1570,309
1249,254,1269,256
1261,282,1290,261
1202,244,1232,268
1176,248,1191,280
1040,225,1053,255
1103,282,1131,285
1089,267,1112,295
958,263,992,281
927,257,965,215
808,198,831,178
772,234,804,234
566,147,581,170
583,137,624,173
627,156,655,161
679,165,701,172
669,179,705,199
604,213,627,197
536,137,527,165
485,221,520,200
461,155,503,143
370,167,397,165
407,156,431,159
443,185,471,195
421,198,445,206
277,143,302,118
320,147,341,146
288,178,333,193
224,159,255,137
121,96,142,78
124,116,144,95
141,142,174,124
170,184,191,166
214,193,242,182
119,172,145,165
82,106,92,135
3052,996,3069,998
3037,1008,3055,1016
3015,970,3038,986
2940,975,2966,986
2914,945,2939,927
2871,923,2907,952
2837,928,2843,960
2849,973,2868,992
2877,980,2891,1007
2828,894,2843,915
2780,921,2806,924
2781,970,2803,984
2806,961,2819,989
2661,954,2689,978
2679,949,2700,961
2733,972,2752,982
2710,915,2738,900
2750,898,2781,904
2727,886,2753,886
2585,882,2616,880
2622,902,2649,915
2645,897,2670,896
2498,960,2527,937
2468,919,2518,920
2460,898,2502,908
2423,899,2460,886
2495,869,2524,858
2570,870,2587,852
2619,859,2643,878
2204,889,2227,901
2235,888,2248,913
2219,871,2246,873
2254,882,2270,921
2170,871,2200,872
2144,852,2163,854
2175,841,2210,839
2214,855,2236,857
2428,850,2448,873
2318,829,2364,817
2356,815,2374,839
2338,873,2362,856
2300,881,2318,852
2271,849,2288,823
2130,823,2174,827
2090,846,2113,835
2061,831,2088,835
1985,803,2006,824
2193,794,2219,809
2047,775,2076,786
2024,779,2047,789
2070,795,2100,785
1942,772,1974,764
1824,745,1871,748
1868,771,1890,765
1879,799,1891,776
1948,812,1961,844
1912,837,1942,849
1759,823,1798,823
1803,843,1827,814
1696,776,1727,800
1595,788,1621,799
1603,769,1632,768
1653,717,1671,722
1552,730,1581,740
1466,725,1499,720
1491,718,1515,733
1515,792,1547,808
1380,744,1392,768
1410,768,1426,742
1385,779,1402,785
1450,781,1462,790
1470,767,1480,811
1331,749,1349,728
1369,716,1385,698
1430,694,1451,682
1469,691,1495,706
1549,712,1568,723
1532,702,1563,706
1319,712,1350,693
1305,680,1327,686
1263,674,1281,680
1224,659,1240,673
1246,692,1267,695
1254,705,1277,721
1211,714,1231,728
1189,745,1224,743
1075,727,1113,731
1127,705,1137,717
1165,677,1183,672
1184,651,1211,679
1084,689,1109,664
1005,671,1027,671
1030,655,1053,684
942,669,967,670
925,692,947,699
713,670,743,702
648,669,680,681
662,698,682,705
703,640,729,649
759,652,779,639
798,633,823,633
839,615,859,635
597,644,611,611
741,620,749,644
478,654,501,660
310,662,339,668
190,629,215,631
228,598,254,588
168,586,194,616
511,639,574,620
375,577,397,595
336,584,363,586
46,575,59,556
72,548,107,561
