x1,y1,x2,y2
2019,1586,2027,1569
1966,1620,1979,1609
1988,1632,2003,1622
1997,1612,2018,1603
2042,1573,2042,1559
2090,1517,2093,1542
2058,1558,2065,1546
2034,1594,2035,1578
2025,1602,2033,1596
1966,1632,1978,1621
1919,1662,1933,1651
1883,1688,1888,1674
1898,1681,1899,1666
1939,1641,1942,1653
1754,1795,1771,1784
1772,1766,1784,1756
1885,1971,1894,1956
1932,1923,1951,1911
2126,1801,2137,1813
2157,1756,2170,1750
2246,1429,2254,1419
2221,1435,2234,1433
2218,1456,2232,1448
2202,1471,2207,1456
2191,1465,2190,1448
2292,1377,2297,1389
2308,1370,2324,1356
2342,1358,2350,1344
2369,1310,2381,1310
2384,1319,2395,1312
2380,1325,2397,1319
2390,1338,2397,1325
2334,1367,2344,1377
2778,1054,2798,1049
2883,946,2901,961
2903,929,2914,954
2920,942,2935,965
2906,967,2924,963
2879,981,2894,977
2924,957,2934,948
2851,1018,2866,1012
2894,999,2905,987
2904,975,2921,970
2598,1191,2607,1179
2575,1213,2588,1204
2629,1160,2646,1158
2657,1135,2672,1130
2680,1118,2691,1105
2725,1109,2731,1093
2708,1111,2714,1096
2719,1082,2734,1068
2537,1216,2552,1215
2529,1209,2544,1201
2987,871,3007,878
2974,894,2990,884
2948,911,2954,899
2933,922,2959,914
2961,906,2979,902
2970,914,2983,911
2938,935,2950,927
3048,850,3062,836
2480,1243,2508,1250
2180,1762,2196,1756
2300,1662,2316,1652
2300,1674,2312,1666
2327,1641,2341,1636
2340,1662,2351,1653
2365,1638,2378,1633
2501,1520,2519,1510
2534,1494,2544,1485
2488,1550,2502,1541
2440,1577,2450,1566
2425,1575,2437,1565
2436,1550,2447,1540
2426,1559,2445,1554
2410,1581,2420,1566
2406,1593,2419,1585
2391,1628,2401,1615
2388,1595,2397,1585
2388,1616,2397,1600
2373,1616,2384,1608
2247,1711,2265,1704
2236,1721,2236,1707
2223,1701,2227,1686
2234,1698,2241,1685
2204,1752,2209,1741
2182,1743,2194,1736
2041,1848,2043,1830
1992,1892,1994,1878
2509,1539,2515,1554
2552,1474,2553,1462
2574,1469,2587,1459
2629,1431,2643,1418
2607,1459,2614,1448
2670,1408,2676,1398
2711,1378,2731,1378
3041,1152,3058,1136
3028,1154,3037,1139
2995,1201,3008,1195
3010,1183,3020,1199
2982,1201,2981,1186
2943,1232,2958,1221
2958,1198,2971,1196
2766,1316,2770,1342
2780,1339,2782,1315
2630,1454,2650,1439
2821,1286,2837,1287
2813,1305,2820,1294
2720,1363,2736,1373
2368,1611,2374,1595
2289,1695,2301,1688
2309,1643,2321,1636
2113,1777,2131,1785
2256,1694,2266,1683
2556,1196,2567,1189
2586,1451,2600,1458
2584,1445,2596,1443
