track,slice,x,y
6,130,1765,1237
6,133,1763,1238
6,136,1764,1241
6,139,1766,1241
6,142,1766,1241
6,145,1764,1242
6,148,1760,1243
6,151,1757,1241
6,154,1755,1241
6,157,1753,1239
6,160,1753,1239
6,163,1752,1239
6,166,1753,1238
6,169,1753,1238
6,172,1752,1237
6,175,1750,1238
6,178,1750,1239
6,181,1749,1239
6,184,1751,1240
6,187,1750,1239
6,190,1752,1241
6,193,1754,1239
6,196,1755,1237
6,199,1753,1234
6,202,1752,1229
6,205,1752,1222
6,208,1752,1218
6,211,1752,1217
6,214,1751,1215
6,217,1748,1212
6,220,1744,1209
6,223,1743,1205
6,226,1741,1202
6,229,1742,1200
6,232,1740,1197
6,235,1738,1196
6,238,1736,1195
6,241,1732,1191
6,244,1732,1191
6,247,1729,1189
6,250,1728,1189
6,253,1727,1187
6,256,1724,1184
6,259,1720,1182
6,262,1720,1183
6,265,1721,1183
6,268,1721,1183
6,271,1721,1183
6,274,1722,1183
6,277,1722,1183
6,280,1722,1181
6,283,1722,1181
6,286,1724,1185
6,289,1721,1188
6,292,1721,1192
6,295,1725,1190
6,298,1730,1191
6,301,1728,1189
6,304,1726,1185
6,307,1724,1185
6,310,1722,1182
6,313,1723,1182
6,316,1726,1184
6,319,1727,1185
6,322,1729,1186
6,325,1729,1185
6,328,1726,1186
6,331,1727,1189
6,334,1728,1189
6,337,1729,1191
6,340,1728,1192
6,343,1731,1198
6,346,1729,1197
6,349,1728,1196
6,352,1727,1195
6,355,1728,1193
6,358,1730,1193
6,361,1729,1190
6,364,1726,1191
6,367,1725,1191
6,370,1727,1190
6,373,1725,1190
6,376,1722,1192
6,379,1722,1191
6,382,1716,1191
6,385,1715,1188
6,388,1715,1186
6,391,1712,1185
6,394,1712,1182
6,397,1712,1179
6,400,1709,1176
6,403,1711,1179
6,406,1713,1180
6,409,1713,1181
6,412,1713,1178
6,415,1711,1178
6,418,1708,1177
6,421,1710,1177
6,424,1711,1175
6,427,1709,1173
6,430,1708,1172
6,433,1710,1172
6,436,1712,1173
6,439,1714,1174
6,442,1715,1177
6,445,1715,1179
